cloud,visibility_km,visibility_miles,air_quality
0,10,6,102.1
75,9,5,1.7
100,0,0,12.8
100,10,6,3.8
0,10,6,20.6
0,10,6,3
75,10,6,3
10,10,6,5.5
25,9,5,128.9
53,10,6,0.9
25,10,6,5.9
0,10,6,20.3
100,21,13,1
3,10,6,62.8
75,10,6,7.6
75,11,6,4.1
100,24,14,0.5
0,10,6,1.1
0,10,6,23.7
0,10,6,2
0,10,6,10
50,5,3,18
0,10,6,4.9
48,10,6,4
0,10,6,14.4
0,10,6,6.7
75,6,3,50
25,10,6,1.5
100,10,6,0.9
50,10,6,10.7
0,8,4,5.9
25,10,6,6.5
15,10,6,48.1
0,10,6,19.3
75,10,6,0.7
0,10,6,50.5
0,10,6,58.8
100,23,14,2.2
23,10,6,1.5
75,10,6,2.4
100,10,6,5.3
8,10,6,21.7
63,10,6,5.4
75,10,6,2.4
0,10,6,11.5
0,10,6,6.8
0,10,6,62.7
0,10,6,12
25,10,6,2.4
25,10,6,28.3
75,10,6,1
25,10,6,3.6
81,10,6,4
75,10,6,7.8
0,10,6,36.9
0,10,6,1.8
0,10,6,60.8
0,10,6,46.1
0,10,6,11.6
25,10,6,4.1
75,10,6,5.1
75,10,6,161.7
0,10,6,6.6
0,10,6,35
75,10,6,0.5
88,10,6,6.7
0,10,6,74.9
25,10,6,141.6
77,10,6,8.4
0,10,6,27.3
50,6,3,1.2
3,10,6,70.6
25,10,6,3.9
75,10,6,3.1
75,10,6,1.9
0,10,6,8
0,10,6,9.6
0,10,6,1
50,8,4,260.7
6,10,6,3.3
2,10,6,18.8
75,10,6,4.2
25,10,6,4.6
25,10,6,23.1
0,10,6,9.1
0,10,6,19.1
100,9,5,1.3
25,10,6,27.4
5,10,6,5.9
0,10,6,30.7
0,10,6,3.1
0,16,9,0.7
50,10,6,8.9
3,10,6,10.7
75,10,6,5
75,10,6,30
25,6,3,131.6
0,10,6,24.1
0,10,6,14.5
0,10,6,22.5
0,10,6,16.2
0,10,6,21.6
25,10,6,12.5
14,10,6,4.3
25,10,6,9.6
25,10,6,2.4
0,10,6,1.8
25,10,6,1.8
100,10,6,0.5
0,10,6,5.5
37,10,6,2.7
75,10,6,4
0,10,6,31.9
67,10,6,5.3
50,10,6,2.2
62,10,6,2.1
0,10,6,3.1
25,10,6,3.1
50,10,6,14.4
99,9,5,2.3
4,10,6,1.6
50,10,6,6.6
0,10,6,15.6
14,10,6,6.9
75,10,6,7.1
0,10,6,15.3
25,10,6,96.3
75,10,6,61
0,10,6,3
0,10,6,50.6
50,9,5,12.6
66,10,6,17
25,24,14,21.7
0,6,3,0.7
0,3.5,2,664.7
0,10,6,37.5
0,10,6,61.6
8,10,6,26.4
23,10,6,1.7
0,7,4,28.5
75,5,3,2.2
0,10,6,21.4
50,9,5,5.7
50,10,6,8.8
0,10,6,6.2
0,7,4,28.5
50,10,6,2.3
3,10,6,6.5
50,10,6,3.4
25,10,6,25.4
87,10,6,22.2
0,10,6,9
50,10,6,24.2
50,10,6,0.8
2,10,6,20.1
75,10,6,0.6
5,10,6,13.5
25,10,6,12.9
75,10,6,5.5
75,10,6,2.5
0,10,6,48.1
50,9,5,3.1
50,10,6,16.5
0,10,6,5.3
0,10,6,4
50,10,6,18
0,10,6,8.3
25,10,6,3.3
50,10,6,6.5
75,10,6,0.5
75,8,4,3.9
25,10,6,4.1
37,10,6,28.7
0,10,6,53.4
37,10,6,10.1
0,10,6,8
100,10,6,0.5
0,3,1,201.4
25,4,2,777.3
50,10,6,20.9
50,10,6,14.5
75,10,6,2.4
0,10,6,9.3
0,10,6,53.4
75,10,6,7.9
75,10,6,39.9
0,8,4,11.3
0,8,4,29.3
75,10,6,8.6
87,9,5,0.5
0,10,6,26.3
2,10,6,10.2
58,2,1,26.3
0,10,6,1.1
0,10,6,16.9
1,10,6,44.4
75,10,6,1.2
100,0,0,9.8
0,10,6,17.6
75,10,6,1.8
0,10,6,9.1
75,10,6,4.6
3,10,6,16.6
25,8,4,155.8
100,10,6,1.1
25,10,6,6.6
0,10,6,13.3
75,24,14,0.5
3,10,6,105.3
50,10,6,5.5
75,9.7,6,18.5
100,24,14,0.5
82,10,6,1.5
75,10,6,13.8
0,10,6,12.1
0,10,6,14.1
50,5,3,11.8
25,10,6,4.2
59,10,6,1.7
0,10,6,7.6
0,10,6,6.3
75,7,4,157
25,10,6,1.7
75,10,6,2.7
25,10,6,14.5
0,4,2,51.5
0,5,3,21.1
0,10,6,0.8
0,10,6,20.9
100,10,6,1
0,9,5,50
0,10,6,70.5
100,21,13,1.8
8,10,6,0.7
75,10,6,1.5
100,10,6,7.4
9,10,6,2.7
46,10,6,6.1
100,9,5,5.1
0,10,6,2.9
0,10,6,12.1
0,10,6,47.6
0,10,6,23.4
0,10,6,1.5
50,10,6,20.3
25,10,6,4
25,10,6,3.9
23,10,6,2.8
25,10,6,1.6
75,8,4,10
0,10,6,2.7
0,10,6,58.4
25,10,6,60.2
0,10,6,4.3
25,10,6,4.2
75,10,6,3.5
75,10,6,41.3
0,10,6,7.1
50,10,6,26.4
31,10,6,0.5
77,10,6,6.5
0,10,6,66.2
0,10,6,3.2
8,10,6,11.4
0,10,6,43.9
75,10,6,1.4
2,10,6,41.2
25,10,6,2.7
0,10,6,0.6
0,10,6,18.1
0,10,6,7.7
25,10,6,8.7
18,10,6,2.9
50,10,6,150.7
3,10,6,3.6
13,10,6,24.1
75,10,6,2.8
25,10,6,3.2
25,10,6,16.4
0,10,6,99.6
25,10,6,30.5
75,10,6,0.6
25,10,6,12.4
55,10,6,1.9
0,8,4,30.1
0,10,6,2.3
0,16,9,0.5
25,10,6,2.5
0,10,6,15.3
75,10,6,5.3
0,10,6,75.9
0,6,3,89.2
0,10,6,53.5
0,10,6,15.7
0,10,6,15.8
6,10,6,14.1
0,7,4,39.2
0,10,6,10.6
5,10,6,7.6
0,10,6,10.7
50,10,6,1.7
0,10,6,1.4
0,10,6,2.2
100,10,6,2
0,10,6,5.4
0,7,4,4.4
50,10,6,1.4
0,10,6,36.4
78,10,6,23
50,10,6,1.2
75,10,6,1.6
0,10,6,5.8
25,10,6,2.5
25,10,6,10.6
50,2,1,4.6
3,10,6,2.2
25,10,6,24.9
0,10,6,14.2
29,10,6,15.4
75,9,5,6.8
25,10,6,14.4
0,10,6,192.6
10,10,6,47.9
0,10,6,2.2
0,10,6,75.2
50,9,5,17.1
38,2,1,18.6
75,24,14,22.1
25,8,4,2.5
25,6,3,33.2
25,10,6,19.8
0,10,6,113.6
80,10,6,20
3,10,6,3.3
50,8,4,5.5
75,10,6,3.7
0,10,6,25.1
50,9,5,3.1
0,10,6,6.5
0,10,6,4.6
50,8,4,5.5
75,10,6,1.1
50,10,6,8
62,8,4,1.4
75,10,6,4
84,10,6,20
0,10,6,11.2
50,10,6,11
50,10,6,1
2,10,6,36.4
50,10,6,0.5
0,10,6,15.3
25,10,6,22.1
75,10,6,3.1
0,10,6,0.5
0,10,6,84.5
75,10,6,3.8
50,10,6,18
0,10,6,5.8
25,6,3,2.7
50,10,6,18
0,10,6,11.8
75,10,6,0.9
62,10,6,22.1
75,10,6,1.5
25,8,4,6.5
75,10,6,2.1
50,10,6,6.9
0,10,6,39.1
37,10,6,2.9
0,10,6,8.7
100,10,6,0.5
0,3,1,171.5
50,2.5,1,818.7
0,10,6,1
50,10,6,13.6
75,10,6,2.2
0,10,6,51.1
0,10,6,39.1
25,10,6,14.3
0,10,6,2.5
0,8,4,23.5
0,7,4,15.1
75,10,6,6.8
62,10,6,0.5
0,10,6,21.5
32,10,6,15.5
56,10,6,28.1
100,10,6,0.5
0,10,6,16.9
28,10,6,23.1
75,10,6,3
100,0,0,8.6
0,10,6,25.2
62,10,6,1.2
0,10,6,5.4
25,10,6,5.6
0,10,6,9.6
25,6,3,112.7
100,2,1,0.8
25,10,6,5.9
25,10,6,12.6
100,21,13,0.5
7,10,6,107.5
25,10,6,2.9
75,11,6,17.8
100,24,14,0.5
18,10,6,3.2
0,10,6,29.7
50,10,6,7.2
0,10,6,12.2
50,5,3,18.1
0,10,6,3
39,10,6,4.6
0,10,6,20.2
0,10,6,23.3
75,8,4,8.1
0,10,6,4.7
100,10,6,2.6
50,9,5,3.9
0,3.2,1,148.5
0,4,2,26.3
99,10,6,10
25,10,6,24.4
75,2,1,2.8
0,10,6,58.4
0,10,6,33.1
100,19,11,0.7
22,10,6,1.4
50,10,6,5.5
100,5,3,4.9
7,10,6,8.2
37,10,6,5.4
50,10,6,7.4
75,10,6,4.5
0,10,6,9.5
0,10,6,35.3
0,10,6,18.5
0,10,6,2.6
50,10,6,21.2
50,10,6,1.3
75,10,6,1
99,10,6,0.9
50,10,6,2.4
0,10,6,9.3
0,10,6,4.3
0,10,6,86.4
50,10,6,45.5
0,10,6,12.2
75,10,6,9.2
89,9,5,4.2
75,10,6,61.3
0,10,6,5.5
0,10,6,36
75,10,6,2.1
61,10,6,3.6
0,10,6,74.6
50,10,6,13.5
73,10,6,39.6
0,10,6,37.7
50,10,6,1.7
0,10,6,34
25,10,6,0.9
0,10,6,0.9
0,10,6,28.3
0,10,6,10.8
25,10,6,9.7
10,10,6,2.2
50,10,6,180.4
8,10,6,4.5
19,10,6,8.5
0,10,6,2
25,10,6,1.3
25,10,6,5.3
0,10,6,99.6
100,9,5,7.6
75,10,6,0.7
25,10,6,23.6
100,10,6,2.8
0,7,4,45.2
50,10,6,5.4
0,16,9,0.9
0,10,6,2.3
62,10,6,12.2
75,10,6,6
25,10,6,100.5
0,4,2,136.5
0,10,6,21.3
2,10,6,24.6
0,10,6,11.5
0,10,6,15.4
0,8,4,18.9
2,10,6,7.8
4,10,6,5.9
25,10,6,7.9
50,10,6,5.1
0,10,6,2.8
0,10,6,3.2
0,10,6,0.5
0,10,6,9.9
25,10,6,3.1
75,10,6,1.8
0,10,6,46.8
100,2,1,69.1
50,10,6,8.3
0,10,6,2.9
0,10,6,11.7
50,10,6,3.1
25,10,6,24.5
69,10,6,3.5
0,10,6,2.9
0,10,6,15.9
0,10,6,16.2
15,10,6,7.6
75,9,5,5.5
0,10,6,8.8
0,2.5,1,45.5
6,10,6,52.4
0,10,6,2.5
0,10,6,70.3
75,9,5,11
100,0,0,47.9
75,24,14,3.5
25,8,4,0.5
0,6,3,428.2
0,10,6,37.5
0,10,6,311.2
3,10,6,8.7
48,10,6,4
0,8,4,6.2
50,10,6,31
0,10,6,47
75,9,5,7.6
25,10,6,13.2
0,10,6,7.7
0,8,4,6.2
75,10,6,2.6
0,10,6,13.1
25,10,6,5.3
50,10,6,3.2
79,10,6,14
0,6,3,16.1
50,10,6,6
50,10,6,0.7
0,10,6,17.9
100,8,4,0.7
0,10,6,6.7
3,10,6,21.6
75,10,6,2.5
75,4,2,0.6
0,10,6,170.4
50,10,6,5.3
75,9,5,43.7
0,10,6,6.9
25,10,6,7.7
75,10,6,6
25,10,6,14.1
25,10,6,2.5
75,10,6,36.1
75,10,6,0.6
50,7,4,3.4
25,10,6,1.8
50,10,6,10.3
0,10,6,56.8
37,10,6,7.3
0,10,6,14.1
62,10,6,0.5
0,3.2,1,110.5
25,5,3,1059.6
0,10,6,34
0,10,6,16.1
75,10,6,2.6
0,10,6,13
0,10,6,56.8
25,10,6,5.3
25,10,6,4.8
0,7,4,11.5
0,10,6,4.8
75,10,6,6.6
79,10,6,0.5
1,10,6,24.3
46,10,6,3.9
79,10,6,28.8
100,7,4,2.8
75,8,4,11.5
4,10,6,13.4
75,10,6,2
100,10,6,5.7
0,10,6,24.9
100,4.1,2,1.8
0,10,6,8
25,10,6,9.9
5,10,6,3.1
25,6,3,248.6
62,10,6,0.5
0,10,6,14.8
25,10,6,14.7
100,24,14,1.2
7,10,6,90.7
50,10,6,2
50,16,9,15.7
100,24,14,0.5
0,10,6,1.8
0,10,6,23.1
75,10,6,0.9
0,10,6,7.9
0,5,3,23.5
25,9,5,8.8
78,9,5,4
0,10,6,13.4
0,10,6,7.5
75,8,4,27.7
0,10,6,8.9
75,2.3,1,1.6
50,10,6,11.9
0,4,2,217.2
75,10,6,14.6
15,10,6,32.7
0,10,6,13.8
75,10,6,0.5
0,10,6,67.3
0,10,6,135.5
100,21,13,2
19,10,6,1.7
50,10,6,1.6
75,10,6,5.8
4,10,6,19.2
79,10,6,4.7
25,10,6,12.3
25,10,6,6.8
0,10,6,48
0,10,6,48.4
0,10,6,11
0,10,6,1.1
25,10,6,41.1
25,10,6,6.6
0,10,6,8.8
74,10,6,8.3
50,10,6,1.8
0,10,6,20.1
0,10,6,10.6
0,10,6,36.3
0,10,6,76.6
0,10,6,13.9
50,10,6,10.5
57,10,6,2.2
75,5,3,7.1
0,10,6,13.3
0,10,6,32.4
26,10,6,5
73,10,6,6
0,10,6,5.1
0,10,6,28.8
26,10,6,65.7
0,10,6,18.2
25,8,4,1.3
0,10,6,46.1
50,10,6,2
100,10,6,0.6
0,10,6,36
0,10,6,16.1
100,9,5,5.5
6,10,6,3.4
50,10,6,71
5,10,6,3.5
2,10,6,9.7
25,10,6,2.1
25,10,6,1.7
25,10,6,15.3
0,10,6,22.7
50,10,6,5
75,10,6,0.7
25,10,6,31.4
35,10,6,1.5
0,10,6,16.9
100,10,6,8.1
0,16,9,1.1
0,10,6,32.2
100,10,6,11.1
100,10,6,4.2
0,9,5,30.9
75,4.9,3,90.5
0,10,6,46.2
1,10,6,11.3
0,10,6,9.8
2,10,6,17.8
0,8,4,18.8
50,10,6,6.8
0,10,6,8
0,10,6,11.3
25,10,6,2.7
0,10,6,8.2
0,10,6,3.2
0,10,6,0.7
0,10,6,3.9
0,10,6,5.8
25,10,6,2.3
0,10,6,23.3
70,7,4,97
25,10,6,4.4
75,10,6,0.5
0,10,6,13.3
25,10,6,1.5
50,10,6,12.9
39,2,1,1.6
89,10,6,2.3
0,10,6,21
0,10,6,9.9
12,10,6,6.7
75,10,6,5.9
0,10,6,10.2
0,4.5,2,88.8
8,10,6,28.7
0,10,6,1.8
75,10,6,73.8
75,9,5,66.3
77,2,1,25.9
100,8,4,2.3
12,2,1,0.6
0,2,1,289.6
0,10,6,27.4
0,10,6,216.6
0,10,6,11.7
70,10,6,3.2
50,8,4,3.3
75,10,6,43.1
0,10,6,17.3
50,8,4,3.7
0,10,6,12.5
0,10,6,5.4
50,8,4,3.3
100,10,6,0.8
0,10,6,29.7
25,10,6,3.5
75,8,4,3.3
86,10,6,17
0,10,6,15.6
25,10,6,9.9
34,10,6,0.6
0,10,6,24.3
50,10,6,0.5
0,10,6,6.6
25,10,6,17.7
50,10,6,2.5
25,10,6,0.5
0,10,6,262.4
75,10,6,2.2
50,10,6,44.4
0,10,6,6.9
75,6,3,1.4
75,10,6,14
25,10,6,6
25,10,6,10.6
50,10,6,51.7
50,10,6,0.5
25,8,4,3.5
25,10,6,3.3
50,10,6,10.6
0,10,6,39.7
37,10,6,22
0,10,6,5.1
93,10,6,0.7
0,3.5,2,78
25,5,3,566.1
75,10,6,36.9
25,10,6,25.7
0,10,6,5.6
0,10,6,11.2
0,10,6,39.7
50,10,6,5.7
25,10,6,5
0,8,4,9.5
0,10,6,4.7
0,10,6,10.4
44,10,6,0.5
0,10,6,29.4
12,10,6,3.2
88,2,1,15.1
62,10,6,0.5
75,10,6,23.7
8,10,6,6.9
50,10,6,1.1
100,10,6,7.2
0,10,6,16.5
0,10,6,0.5
0,10,6,10.8
25,10,6,10.4
2,10,6,4.3
25,5,3,75.7
87,9,5,3.3
25,10,6,4.8
25,10,6,18.4
100,24,14,0.9
4,10,6,59.7
50,10,6,2.9
75,14,8,2.3
100,24,14,0.5
4,10,6,1
0,10,6,45.2
0,10,6,3.6
0,10,6,18
0,5,3,21
25,10,6,6.5
72,10,6,27.3
0,10,6,8.4
0,10,6,17.5
75,7,4,95.9
0,10,6,9.1
0,10,6,0.9
50,10,6,12.1
0,5,3,109.9
0,10,6,8.4
100,10,6,12.4
0,10,6,17.8
75,10,6,0.5
0,10,6,31.5
0,10,6,202.6
100,19,11,3.2
17,10,6,0.5
50,10,6,11.2
25,10,6,6.7
17,10,6,5.4
25,10,6,5.2
25,10,6,63.1
25,10,6,0.5
0,10,6,29
0,10,6,24
0,10,6,10.2
25,10,6,0.6
50,10,6,21
25,10,6,2.4
25,10,6,4.5
30,10,6,5.3
50,10,6,2.4
0,10,6,33.1
0,10,6,9.6
0,10,6,41.1
75,10,6,60.2
0,10,6,20.3
50,10,6,4.1
75,10,6,0.7
75,9,5,14.8
0,10,6,5.8
0,10,6,21.9
50,10,6,2
72,10,6,4.8
0,10,6,35.8
0,10,6,19.9
8,10,6,44.2
0,10,6,15.6
50,10,6,1.4
0,10,6,42.7
50,10,6,1.5
0,10,6,0.5
0,10,6,18.6
0,10,6,16.1
25,6,3,4.6
6,10,6,5.2
75,10,6,46.4
0,10,6,15.5
9,10,6,16.7
75,10,6,2.4
25,10,6,7.4
25,10,6,8.2
0,10,6,96.6
0,10,6,14.9
100,9,5,0.5
11,10,6,17.9
100,10,6,0.5
0,10,6,53
0,10,6,13.2
0,16,9,3.2
0,10,6,3.4
0,10,6,7.9
100,10,6,3.1
0,10,6,8.9
0,10,6,39.6
0,10,6,70.8
7,10,6,13.3
1,10,6,11.7
3,10,6,26.3
0,7,4,15
25,10,6,4.8
0,10,6,9.4
100,9,5,12.3
50,10,6,4.5
0,10,6,3.4
0,10,6,5.4
75,0.9,0,4.9
75,10,6,2.2
0,10,6,6.5
50,10,6,1.9
0,10,6,27.6
79,9,5,97.6
25,10,6,7
75,10,6,0.5
0,10,6,13.3
25,10,6,1.1
50,10,6,23.7
78,10,6,3
89,10,6,4
0,10,6,4.6
0,10,6,14
11,10,6,6
75,10,6,7.4
0,10,6,7.3
0,10,6,40
7,10,6,30.5
2,10,6,2.7
0,10,6,56.2
75,9,5,50.4
33,10,6,19.3
100,24,14,0.7
25,8,4,2.5
0,3,1,295.5
0,10,6,35.7
0,10,6,14.6
46,10,6,1.3
8,10,6,3.8
0,9,5,5.6
75,10,6,17.3
0,10,6,1.8
50,6,3,7.1
50,10,6,20.2
0,10,6,9.7
0,9,5,5.6
50,10,6,0.6
0,10,6,36.8
50,10,6,3.6
50,10,6,6.7
75,10,6,8.5
50,10,6,14.2
25,10,6,9.4
25,10,6,0.5
0,10,6,46.6
75,10,6,0.5
100,10,6,12.9
25,10,6,36.7
75,10,6,2.6
25,10,6,0.9
0,10,6,58.3
25,10,6,2
25,10,6,18.7
0,10,6,2.7
0,10,6,2.5
75,10,6,5.8
0,10,6,20.2
25,10,6,8.9
25,10,6,47
75,10,6,0.6
45,10,6,2.2
50,10,6,1.4
50,10,6,4.5
0,10,6,10.7
37,10,6,1.5
0,10,6,5.5
100,10,6,0.5
0,3,1,101.5
25,5,3,492.2
0,10,6,34.8
25,10,6,28.6
0,10,6,16.6
0,10,6,12.6
0,10,6,10.7
37,10,6,2
75,7,4,4.7
0,5,3,9.5
0,10,6,9.1
0,10,6,8.5
83,10,6,0.5
0,10,6,31.1
4,10,6,7.1
29,10,6,12.2
62,10,6,0.5
0,8,4,9.6
46,10,6,12.1
54,10,6,1.1
100,10,6,5.8
0,10,6,18.1
75,10,6,0.5
0,10,6,16.3
25,10,6,33.8
3,10,6,7.3
25,6,3,109.4
53,10,6,2.6
25,8,4,20.4
0,10,6,30.4
100,24,14,0.5
7,10,6,65.6
75,10,6,3
75,14,8,1.7
86,10,6,0.6
79,10,6,1.4
0,10,6,19.2
0,10,6,8.7
0,10,6,4
0,5,3,8.7
75,10,6,5.9
79,9,5,3
0,10,6,7.4
0,10,6,19.6
25,7,4,80.6
0,10,6,18.5
25,10,6,0.9
50,10,6,13.4
0,5,3,27.1
0,10,6,12.4
54,10,6,28.4
25,10,6,6.9
50,10,6,0.5
0,10,6,32.4
2,10,6,137.1
100,13,8,2.1
23,10,6,6.7
50,8,4,16.8
25,10,6,6.6
72,10,6,2.7
29,10,6,6.7
25,5,3,79.9
0,10,6,1.6
0,10,6,33
0,10,6,26.9
0,10,6,0.5
100,7,4,0.5
25,10,6,13.7
25,10,6,4.6
25,10,6,5.4
27,10,6,9.7
75,10,6,2.2
0,10,6,37.8
0,10,6,27.8
0,10,6,44.8
0,10,6,57.8
0,10,6,2.5
25,10,6,2.9
84,10,6,0.8
75,10,6,18.3
25,10,6,2
0,10,6,6.8
50,10,6,0.5
23,10,6,6.2
0,10,6,22.9
0,10,6,17.8
15,10,6,51.2
0,10,6,31.3
25,10,6,1.5
0,10,6,36
4,10,6,3
0,10,6,0.5
0,10,6,22.6
0,10,6,19.9
25,6,3,6.6
0,10,6,5.3
25,10,6,348.2
0,10,6,13.5
11,10,6,5.9
25,10,6,2.6
50,10,6,8
25,10,6,15.7
0,10,6,55.4
0,10,6,13.2
75,10,6,1.9
21,10,6,13.9
100,10,6,0.5
0,10,6,33.5
0,10,6,17.2
0,16,9,5.4
0,10,6,7.2
0,4,2,8
75,10,6,5.1
0,9,5,9.2
0,10,6,60.3
0,10,6,57
3,10,6,13.1
8,10,6,21.3
0,10,6,11.8
0,10,6,6.9
25,10,6,15.2
5,10,6,12.8
25,10,6,6.2
25,10,6,3.7
0,10,6,4
25,10,6,1
100,10,6,1.2
75,10,6,5.1
50,10,6,0.5
75,10,6,1.5
0,10,6,27.1
7,10,6,118.1
25,10,6,6
75,10,6,0.8
0,10,6,19
25,10,6,1.9
25,10,6,32.1
100,2,1,6.9
2,10,6,2
0,10,6,7.1
0,10,6,4
8,10,6,18.8
75,8,4,6.6
0,10,6,5.7
25,8,4,204.1
87,10,6,32.2
0,10,6,4.7
50,10,6,69.1
50,10,6,45.3
72,10,6,21.3
100,16,9,0.5
0,8,4,2.7
0,4.5,2,229.5
0,10,6,36.2
0,10,6,71.6
78,10,6,6.2
5,10,6,3.6
0,8,4,3
50,10,6,9.9
0,10,6,30.4
25,9,5,7.6
25,10,6,14.6
75,10,6,4.8
75,8,4,3
100,10,6,5.4
61,10,6,21.8
25,10,6,3.2
25,10,6,4.7
75,9,5,24.1
0,6,3,11.7
25,10,6,15.6
50,10,6,0.9
0,10,6,52.8
50,10,6,0.5
47,10,6,6.5
25,10,6,41
75,10,6,2.3
0,10,6,3.3
0,10,6,28.6
75,10,6,2.9
50,10,6,1.1
0,10,6,0.8
75,4.8,2,7.7
0,10,6,28.1
25,10,6,6.9
25,10,6,4.2
75,6,3,47.6
75,8,4,2.3
34,10,6,2.1
25,10,6,3.1
37,10,6,6.9
0,10,6,42.4
37,10,6,1.2
100,10,6,4.9
84,10,6,2
25,3,1,184.6
25,9,5,409.7
25,10,6,20.8
75,10,6,44.5
0,10,6,8.4
0,10,6,14
0,10,6,42.4
75,4.5,2,1.9
75,10,6,9.5
50,5,3,11.8
0,10,6,14.3
75,10,6,4.8
62,10,6,0.7
0,10,6,44.8
0,10,6,13.1
27,10,6,32.5
75,10,6,0.5
75,8,4,6
50,10,6,7.3
69,10,6,1.3
59,5,3,15.5
0,10,6,23.5
0,10,6,0.7
0,10,6,10.6
25,10,6,10.2
9,10,6,7.7
25,8,4,132.7
78,10,6,1
0,8,4,19.2
0,10,6,17.3
100,24,14,0.5
0,10,6,124.7
25,10,6,2.9
100,18,11,35.7
50,24,14,0.5
82,10,6,4.2
25,10,6,37.7
0,10,6,7.8
0,10,6,7.9
0,5,3,7.3
75,10,6,5.1
86,10,6,8.1
0,10,6,9.9
0,10,6,3.3
25,6,3,109
75,10,6,2.2
0,10,6,0.7
50,10,6,5.1
0,5,3,88.3
25,8,4,23.1
7,10,6,33.3
0,10,6,5.7
75,10,6,2.7
0,10,6,43.6
12,10,6,84.6
100,18,11,3.4
44,10,6,45.7
50,10,6,3.9
100,10,6,7.9
21,10,6,4.8
22,10,6,5.2
25,10,6,16.5
25,10,6,26.4
0,10,6,26.3
0,10,6,25.4
0,10,6,6.8
75,10,6,0.8
50,10,6,11.8
25,10,6,3.9
25,10,6,3.4
38,10,6,6.1
50,10,6,4.2
0,10,6,29.5
0,10,6,13.6
0,10,6,55.5
0,10,6,8.3
0,10,6,12.1
75,10,6,2.9
31,10,6,11.1
75,8,4,115.8
75,10,6,5
0,10,6,20.6
100,3,1,0.6
21,10,6,4
0,10,6,15
0,7,4,19.6
9,10,6,65.3
0,10,6,22.7
50,10,6,3.5
0,10,6,41.6
25,10,6,2.3
0,10,6,1.1
0,10,6,28.2
0,10,6,7.8
0,9,5,8.2
2,10,6,3.5
50,10,6,82.7
0,10,6,4.5
78,10,6,8.8
50,10,6,2.3
25,10,6,3.5
25,10,6,23.8
50,10,6,31.2
0,10,6,12
75,10,6,1.3
25,10,6,22
7,10,6,0.9
0,10,6,42.1
0,10,6,31.8
75,16,9,3.6
0,10,6,11.6
0,10,6,6.4
75,10,6,3.2
0,10,6,9.4
0,10,6,37.3
0,10,6,22.2
1,10,6,12.8
2,10,6,16.4
0,10,6,7.5
0,10,6,14.2
25,8,4,16.8
4,10,6,9.4
50,10,6,7.1
25,10,6,1.8
0,10,6,4.7
0,10,6,1.5
100,10,6,2.5
0,10,6,6.5
100,10,6,1.2
75,10,6,6.1
0,10,6,45.2
31,10,6,219.9
25,10,6,2.5
0,10,6,1.7
0,10,6,20.1
50,10,6,1.4
50,10,6,18.1
48,10,6,8.1
0,10,6,1
0,10,6,6.7
100,10,6,34.3
23,10,6,14.1
75,10,6,4.6
75,10,6,5.1
0,8,4,160.9
73,10,6,38.4
89,10,6,4.4
25,10,6,61
50,9,5,65.1
71,9,5,15.9
75,24,14,1.4
38,10,6,2.9
0,6,3,176.6
0,10,6,10.1
0,10,6,237.3
22,10,6,4.1
5,10,6,2.7
62,10,6,3.8
75,10,6,5.1
0,10,6,25.9
50,9,5,5.1
25,10,6,22.1
0,10,6,11.1
76,10,6,3.8
75,10,6,6.7
51,10,6,7.4
25,10,6,1.5
50,10,6,6.3
83,7,4,31.6
0,6,3,13.6
50,10,6,14.3
75,10,6,0.7
3,10,6,35
75,10,6,0.6
73,10,6,7.4
25,10,6,45.6
50,10,6,2.1
75,10,6,1.7
0,10,6,17.5
73,10,6,3.1
50,10,6,12.2
37,10,6,28.5
0,10,6,3.7
25,10,6,20
50,10,6,22.3
25,10,6,5.1
75,10,6,97.3
25,10,6,9.1
25,7,4,5.8
50,10,6,2.4
25,10,6,10.2
0,10,6,16.5
37,10,6,15.5
25,8,4,21.4
9,10,6,0.5
0,2.5,1,141.6
25,3,1,750.2
50,10,6,21.5
75,8,4,16.4
75,10,6,2.7
50,10,6,16.9
0,10,6,16.5
25,10,6,3.4
0,10,6,2.7
25,7,4,11.2
0,10,6,6.8
75,10,6,7.1
55,10,6,1.1
0,10,6,43.5
99,10,6,7.4
11,10,6,33.1
75,10,6,2.6
75,8,4,14.6
33,10,6,51.9
75,10,6,2.6
100,0,0,17
0,10,6,21.6
0,10,6,3
0,10,6,22.3
25,10,6,31.6
5,10,6,5.4
25,6,3,117
79,9,5,0.5
25,10,6,22.1
0,10,6,24.3
75,24,14,0.5
2,10,6,107.9
50,10,6,5.6
75,18,11,3
75,24,14,0.5
3,10,6,3.3
25,10,6,50.3
0,10,6,3.4
0,10,6,3.7
50,5,3,9.2
50,10,6,9.6
58,2,1,19.5
0,10,6,12.7
0,10,6,11.2
50,6,3,83.9
0,10,6,18.6
75,10,6,2.3
50,8,4,15.8
0,8,4,77.6
25,10,6,47.1
6,10,6,130.7
0,10,6,8.7
50,10,6,1.4
0,10,6,47.3
0,10,6,60.7
100,18,11,4.9
31,10,6,10.4
50,10,6,2.9
100,10,6,4.6
32,10,6,18.7
18,10,6,6
100,10,6,54
75,10,6,45.2
0,10,6,61.4
0,10,6,44.3
0,10,6,1.8
0,10,6,1.3
50,10,6,24.2
25,10,6,1.8
25,10,6,1.7
88,10,6,4.1
75,10,6,2.2
0,3,1,58.7
0,10,6,16.5
