cloud,visibility_km,visibility_miles,air_quality
25,10,6,2.4
0,10,6,12.3
75,24,14,1
13,10,6,12.8
75,10,6,2.3
75,13,8,12.3
100,24,14,0.5
14,10,6,1
0,10,6,17.9
0,10,6,3.5
0,10,6,8.6
50,5,3,2.7
75,10,6,3.9
75,2,1,1.6
0,10,6,4.6
0,10,6,4.3
75,6,3,88.1
25,4,2,19
0,10,6,0.5
50,10,6,1.8
0,10,6,11.2
75,10,6,13.4
20,10,6,42.1
0,10,6,17.2
75,10,6,27.5
0,10,6,29.3
16,10,6,126
100,19,11,1.1
13,10,6,13.9
50,10,6,2.1
50,10,6,5.1
6,10,6,10.1
19,10,6,8.3
50,10,6,15.7
0,10,6,94.7
25,10,6,6.1
0,10,6,49.1
0,10,6,21.4
50,9,5,9.5
50,10,6,21.6
25,10,6,2.4
25,10,6,2.1
69,10,6,2
75,10,6,1.9
0,10,6,20.2
0,10,6,6.4
0,10,6,48.1
25,10,6,34.2
0,10,6,13.1
50,10,6,5
50,10,6,1.2
75,8,4,24.2
0,10,6,10
0,10,6,29.4
50,10,6,3.9
8,10,6,5.9
0,10,6,4.5
0,9,5,55.4
11,10,6,2.3
0,10,6,2.9
51,10,6,1.8
13,10,6,8.9
50,10,6,7.1
100,10,6,14
0,10,6,25.8
0,10,6,8.6
25,5,3,14.1
8,10,6,3.9
25,10,6,15.6
4,10,6,3.9
5,10,6,7.5
75,10,6,5.7
25,10,6,2.3
25,10,6,16.3
0,10,6,5.2
0,10,6,13.3
75,10,6,0.7
59,2,1,113.6
6,10,6,9.2
0,10,6,53.6
75,10,6,6.9
0,16,9,5.7
75,10,6,5.5
0,4,2,21.2
25,10,6,2.9
0,10,6,58.5
50,7,4,73.9
12,10,6,19.4
0,10,6,32.9
0,10,6,106.9
0,10,6,13.5
0,10,6,21.4
50,8,4,9.5
56,2,1,1.7
0,8,4,7
25,10,6,2.1
0,10,6,5.6
75,6,3,4.6
0,10,6,5
0,10,6,28.1
37,10,6,1
50,10,6,4.3
0,8,4,86.9
45,10,6,17.9
25,10,6,1.4
0,10,6,10.3
50,8,4,34.8
50,10,6,3.3
75,7,4,8.5
34,10,6,2.8
89,7,4,8.9
0,10,6,16.3
0,10,6,4.4
18,10,6,11.3
75,10,6,2.4
0,10,6,10.8
25,10,6,47.5
12,10,6,52.7
19,10,6,4.7
75,10,6,4.5
50,9,5,10.2
57,10,6,14.6
100,24,14,4.1
25,8,4,0.5
25,8,4,30.6
25,10,6,173.6
0,10,6,125.5
0,10,6,9.9
6,10,6,4.4
0,7,4,4.9
75,10,6,11.1
0,10,6,16.9
75,9,5,3.2
0,10,6,10.1
0,10,6,20.6
0,7,4,4.9
75,10,6,4.8
0,8,4,26.2
25,10,6,1.4
50,10,6,26.2
46,9,5,20.9
0,6,3,14.7
25,10,6,16
68,10,6,3.9
7,10,6,10.2
0,9,5,33.6
100,10,6,1.6
75,10,6,32
75,10,6,7.1
75,9,5,27.8
75,6,3,7.5
75,10,6,4.2
50,10,6,0.7
0,10,6,2.1
0,10,6,50.1
75,5,3,15
0,10,6,4.9
25,10,6,2.3
50,10,6,79.8
50,10,6,1.3
25,8,4,1.3
50,10,6,3.5
25,10,6,5.2
0,10,6,36.7
50,10,6,0.8
0,10,6,55.8
100,10,6,0.5
50,3,1,49.6
50,6,3,690.1
0,10,6,21.7
0,10,6,16.2
0,10,6,1.4
75,10,6,31.3
0,10,6,36.7
25,10,6,23.3
25,10,6,26.7
0,2,1,49
100,10,6,3.5
50,10,6,22
46,10,6,0.5
0,10,6,27.8
45,10,6,21.2
66,10,6,20.2
0,10,6,11.5
0,8,4,10
5,10,6,24.3
75,10,6,2.3
25,10,6,2.4
100,10,6,6.4
0,10,6,16
75,10,6,4.6
25,10,6,27.5
12,10,6,6.8
25,10,6,59.2
27,10,6,0.6
0,10,6,2.9
0,10,6,14
75,24,14,5.2
11,10,6,11.7
50,10,6,7.2
75,18,11,19.9
100,24,14,0.5
48,10,6,0.8
75,10,6,18.9
0,10,6,4.7
0,10,6,16.9
0,5,3,4.7
75,10,6,2.5
82,7,4,1.8
0,10,6,10
0,10,6,5.5
75,6,3,23.9
25,10,6,7.4
0,10,6,0.6
50,10,6,2.2
0,8,4,11.4
25,10,6,4.7
36,10,6,17.2
0,10,6,15.9
75,10,6,0.5
0,10,6,39.1
19,10,6,113.9
75,19,11,1
24,10,6,0.8
50,8,4,1.4
75,10,6,3.8
11,10,6,10.1
47,10,6,6.9
50,10,6,42.6
0,10,6,36.9
25,10,6,9.1
0,7,4,60.6
0,10,6,31.4
0,10,6,16.2
50,10,6,16.7
25,10,6,3.7
25,10,6,3.3
37,10,6,2
75,10,6,2.9
0,10,6,17.2
50,3.7,2,28.6
0,10,6,26.4
50,10,6,0.5
0,10,6,15.4
25,10,6,6.3
75,10,6,1.8
0,10,6,6
0,10,6,24.2
0,10,6,21.4
75,10,6,3
8,10,6,7.4
0,10,6,9.8
75,9,5,47.9
23,10,6,2.2
0,10,6,2.9
50,9,5,2.1
8,10,6,8.5
25,10,6,9.7
75,10,6,5.5
75,10,6,3.5
0,10,6,42
75,6,3,36.6
5,10,6,2.6
25,10,6,21.6
2,10,6,4.8
0,10,6,8.9
25,10,6,5.3
25,10,6,2.4
0,10,6,39
0,10,6,5.9
0,10,6,24.1
100,10,6,1.7
25,10,6,145.5
4,10,6,7.7
0,7,4,90.5
100,10,6,2
0,16,9,1.2
0,10,6,7.9
0,10,6,25.1
100,10,6,4
0,10,6,46.1
75,10,6,45.2
5,10,6,29.8
3,10,6,20.6
47,10,6,5.8
0,10,6,22.8
50,10,6,22.3
50,10,6,13.6
19,10,6,1.6
25,10,6,11
25,10,6,1.1
0,10,6,3.7
25,10,6,2.7
0,10,6,5.7
25,10,6,2.2
0,10,6,10.4
50,10,6,3.6
0,10,6,59.8
67,10,6,11.3
25,10,6,0.9
62,2.9,1,0.5
50,10,6,5.9
25,10,6,1.9
50,10,6,5.1
100,0,0,4.6
5,10,6,3.8
50,10,6,6.2
0,10,6,40.6
5,10,6,4.4
75,10,6,4.8
0,10,6,13.2
50,10,6,9.5
20,10,6,3.7
14,10,6,1.9
25,10,6,9.9
75,9,5,10.6
33,10,6,1.8
75,24,14,0.5
50,10,6,0.5
50,6,3,3.3
75,7,4,262.2
0,10,6,223.6
48,10,6,11.1
50,10,6,7
0,8,4,3.3
0,10,6,9.3
25,10,6,9.7
25,9,5,10.9
25,10,6,3.9
50,10,6,4.9
0,8,4,3.3
25,10,6,2
25,8,4,42.1
50,10,6,0.8
50,10,6,5.8
9,10,6,43
25,10,6,11.7
25,10,6,19.6
75,10,6,3.7
4,10,6,51.3
25,10,6,0.5
0,10,6,40.3
75,8,4,27.3
75,10,6,4.9
25,10,6,0.8
75,10,6,23.4
75,9,5,5.5
75,10,6,15.3
0,10,6,2
25,10,6,3.1
25,10,6,11.3
0,10,6,14.5
25,10,6,3.3
25,10,6,96.3
75,10,6,0.7
50,10,6,0.9
75,10,6,5.5
25,10,6,13.8
0,10,6,9
50,10,6,4.7
75,10,6,11.3
0,10,6,2.2
50,3.5,2,99.2
25,5,3,290.6
25,10,6,25.6
0,10,6,14.3
75,10,6,1.9
25,10,6,10
0,10,6,9
25,10,6,131.1
25,10,6,28.3
25,8,4,11.9
75,10,6,5
75,10,6,6.1
23,10,6,0.5
0,10,6,48.7
44,10,6,5.1
9,10,6,26.6
25,10,6,0.7
0,10,6,9
3,10,6,41.2
75,9,5,1.9
50,10,6,14.2
75,10,6,2.2
75,10,6,0.7
25,10,6,3.8
25,10,6,4.3
50,10,6,1.2
25,10,6,59.8
50,10,6,1
25,10,6,4.8
25,10,6,9.1
100,24,14,0.5
4,10,6,36.4
50,10,6,2.2
50,11,6,46
75,24,14,0.5
13,10,6,7.4
25,10,6,6.6
75,10,6,5
50,10,6,19.7
50,5,3,13.1
25,8,4,16.9
76,10,6,2.6
0,10,6,25.5
0,10,6,4.1
25,8,4,21.6
25,10,6,3
0,10,6,4.1
25,10,6,7.9
50,10,6,2.9
50,10,6,3
6,10,6,11.3
50,10,6,27.8
0,10,6,1
0,10,6,25.6
3,10,6,123
75,19,11,0.5
21,10,6,1.2
50,10,6,4.9
75,10,6,4.5
29,10,6,3
51,10,6,12
50,10,6,10.6
25,10,6,1.4
25,10,6,5.3
0,10,6,43.3
0,10,6,19.7
25,10,6,6.2
15,10,6,1.4
25,10,6,3.7
50,10,6,2
54,10,6,2.1
50,10,6,4.3
50,10,6,13.4
50,10,6,4.8
0,10,6,37
11,10,6,16.6
0,10,6,7.5
75,9,5,4.1
75,10,6,2.6
75,10,6,19.3
25,10,6,2.3
75,10,6,5.5
50,10,6,0.5
25,10,6,5.6
0,10,6,33.5
75,10,6,6.1
84,10,6,0.9
50,10,6,4.6
50,9,5,1.8
15,10,6,44.5
0,10,6,3.3
25,10,6,0.5
75,10,6,2.8
0,10,6,38
75,5,3,19.2
50,10,6,0.8
25,10,6,85.8
5,10,6,4.7
34,10,6,19.6
50,10,6,3.8
25,10,6,3.7
25,10,6,27.6
0,10,6,20
0,10,6,18.6
75,10,6,0.7
25,10,6,1.2
31,10,6,6.1
0,2,1,63.9
25,10,6,4.2
0,16,9,1.8
25,10,6,17.6
0,10,6,6.2
100,7,4,4
0,10,6,13.2
100,10,6,25
44,10,6,15.8
26,10,6,9.2
4,10,6,19.9
0,10,6,15.3
0,10,6,21.2
75,10,6,20.1
26,10,6,2.8
50,9,5,14.8
25,10,6,0.7
0,10,6,5.4
0,10,6,1.8
0,10,6,7.7
25,10,6,5.4
0,10,6,6.7
25,10,6,3
0,10,6,50.8
62,10,6,11.3
25,10,6,1.1
100,7,4,1.1
0,10,6,19
25,10,6,2.7
50,10,6,8
36,2,1,6.8
0,10,6,1.9
50,10,6,8.8
0,10,6,33.6
7,10,6,6.8
75,10,6,6.2
0,10,6,14.7
25,10,6,212.9
8,10,6,39.9
0,10,6,2.2
25,10,6,10.3
75,9,5,8.2
77,9,5,27.5
75,24,14,0.5
0,8,4,1.1
25,6,3,42.4
0,10,6,236.7
0,10,6,263.1
50,10,6,15.1
2,10,6,4.4
0,4,2,5.1
75,10,6,15.2
0,10,6,14.5
50,9,5,3.5
0,10,6,8.5
0,10,6,9.3
0,4,2,5.1
75,10,6,6
50,8,4,42
25,10,6,0.8
50,10,6,3.3
82,10,6,12.6
0,10,6,18.1
75,10,6,15.2
25,10,6,2.6
4,10,6,69.2
0,10,6,0.6
0,10,6,90.6
75,10,6,66.4
75,10,6,5.2
0,10,6,1.9
0,10,6,22.6
75,10,6,3.7
50,10,6,16.8
0,10,6,5.5
0,10,6,4.7
25,10,6,7.2
0,10,6,17.2
25,10,6,3
25,10,6,3.6
50,10,6,0.6
50,6,3,6.3
25,10,6,4.1
37,10,6,6
0,10,6,26.2
37,10,6,1.3
0,10,6,6.3
20,10,6,1.4
50,3,1,46.6
25,6,3,858
0,8,4,31.2
0,10,6,16.3
75,10,6,2.8
25,10,6,9.7
0,10,6,26.2
37,10,6,22.8
25,10,6,47.9
0,8,4,8.7
50,10,6,4.8
75,10,6,8.3
48,10,6,0.5
0,10,6,41.4
44,10,6,4.1
80,10,6,16
25,10,6,1.4
0,10,6,11.1
2,10,6,85.6
75,10,6,1.7
75,6,3,13.2
0,10,6,7.7
25,10,6,0.9
0,10,6,5.8
25,10,6,2.3
5,10,6,6.7
25,10,6,40.9
25,10,6,0.7
0,10,6,21.7
0,10,6,8.4
75,24,14,0.5
6,10,6,16.2
50,10,6,2.5
37,11,6,20.9
75,24,14,0.5
100,2,1,3.4
25,10,6,7.8
75,10,6,4.4
0,10,6,16.9
0,5,3,13.6
0,10,6,10.5
55,10,6,3.3
0,10,6,7.6
0,10,6,42.2
75,8,4,84.8
0,10,6,6.7
75,10,6,0.7
25,10,6,4.3
0,8,4,46.9
68,7,4,11.4
71,10,6,10.3
25,10,6,27
50,0,0,1.8
0,10,6,30.5
19,10,6,104.5
100,11,6,0.5
86,10,6,1.1
50,10,6,5.7
25,10,6,5.2
0,10,6,4.9
51,10,6,7.4
75,10,6,24.4
0,10,6,0.8
0,10,6,10.6
0,10,6,57
0,10,6,19.4
0,10,6,5.6
25,10,6,18.7
25,10,6,2.9
25,10,6,1.2
55,10,6,2.4
75,10,6,5.5
75,10,6,18.7
0,10,6,40.2
0,10,6,41.9
30,10,6,10.2
0,10,6,4.8
50,10,6,4.3
50,10,6,1.4
75,10,6,9.5
0,10,6,6.3
75,10,6,13.1
50,10,6,0.8
32,10,6,4.2
0,10,6,65.9
100,10,6,4.5
88,9,5,2.7
0,10,6,15.2
25,10,6,1.2
5,10,6,43.3
25,10,6,3.8
0,10,6,5.9
25,7,4,8.9
0,10,6,21.7
50,6,3,20.4
10,10,6,1.8
25,10,6,22.8
0,10,6,4.2
46,10,6,28.8
75,10,6,3.1
25,10,6,2.2
25,10,6,39.9
0,10,6,15.9
25,10,6,19.1
75,10,6,0.8
25,10,6,18.6
81,10,6,9.6
0,3,1,68.3
0,10,6,17.8
0,16,9,1.8
0,10,6,34.8
0,10,6,10.2
100,10,6,1.5
0,10,6,22.3
0,9,5,16.7
2,10,6,18.9
0,10,6,21.8
8,10,6,14.2
0,10,6,13.1
0,10,6,56.7
75,7,4,9.8
71,2,1,1
75,10,6,11.2
25,10,6,0.9
0,10,6,2.2
0,10,6,2.8
0,10,6,11
0,10,6,16.2
0,10,6,12.2
25,10,6,2.1
0,9,5,27.3
26,9,5,12.8
25,10,6,1
0,9,5,2.2
0,10,6,15.6
50,10,6,3
75,10,6,8.1
20,10,6,6
0,10,6,2.7
75,6,3,12.3
0,10,6,5.5
8,10,6,8.3
75,10,6,7.9
75,10,6,6.5
0,10,6,21.9
7,10,6,48.7
4,10,6,1.5
25,10,6,5.8
75,9,5,8.1
83,10,6,4
25,24,14,1.9
25,8,4,2.2
25,8,4,11.6
0,10,6,177.1
0,7,4,288.5
89,9,5,6.6
14,10,6,2.4
0,8,4,16.1
75,10,6,8.4
0,10,6,14.1
50,9,5,2.3
0,10,6,12.2
0,10,6,13.8
0,8,4,16.1
0,10,6,4.1
25,10,6,61.6
75,10,6,0.7
75,10,6,10.2
7,10,6,22.8
0,6,3,18.6
25,10,6,13.3
50,10,6,1.9
4,10,6,26.8
0,10,6,1.4
0,10,6,26.8
75,10,6,60.3
75,10,6,4.1
50,10,6,3
0,10,6,13.9
50,10,6,3.7
50,10,6,7.3
50,10,6,25.8
0,10,6,3
75,10,6,10.2
0,10,6,31.1
25,10,6,2.9
25,10,6,4.1
75,10,6,0.5
55,10,6,17.2
25,10,6,3.6
50,10,6,29.9
0,10,6,34.2
37,10,6,0.8
0,10,6,8.9
75,10,6,1
50,3,1,171.5
25,7,4,799.6
0,10,6,56.3
0,10,6,16.1
75,10,6,1.5
25,10,6,16.8
0,10,6,34.2
37,10,6,8.4
75,10,6,7.8
0,8,4,12.6
25,8,4,4.9
75,10,6,20.3
83,10,6,0.5
0,10,6,34.7
22,10,6,3.6
67,10,6,11
0,10,6,22.5
25,8,4,7.5
0,10,6,8.6
75,8,4,1.1
75,10,6,5.8
0,10,6,12.2
0,10,6,4.5
25,10,6,11
75,10,6,2.5
5,10,6,8.2
25,8,4,39.4
72,10,6,0.7
25,10,6,30.9
0,10,6,9.3
75,24,14,0.7
4,10,6,12.9
50,10,6,3.1
75,14,8,7.1
100,24,14,0.5
98,10,6,0.5
0,10,6,9.3
75,10,6,5.3
25,10,6,8.4
50,5,3,7.4
0,10,6,12.4
60,10,6,2.4
0,10,6,4.9
0,10,6,35.9
50,2,1,80.9
0,10,6,13.9
100,10,6,1.4
50,10,6,3.1
0,10,6,7.3
50,10,6,10
100,10,6,12.6
75,10,6,7.3
75,10,6,1.6
0,10,6,24
78,9,5,88.3
100,21,13,0.5
74,10,6,26.3
75,10,6,1.9
50,10,6,3.4
5,10,6,1.8
20,10,6,14
75,8,4,129.2
0,10,6,3.2
75,10,6,5.6
0,10,6,26.6
0,10,6,2.5
0,10,6,8.4
50,10,6,15.7
25,10,6,1.4
25,10,6,0.6
7,10,6,3.3
75,10,6,3.9
0,10,6,9.6
0,10,6,21.8
0,7,4,79.8
50,10,6,8.1
0,10,6,7.5
75,10,6,2.6
67,10,6,0.9
75,10,6,6.8
0,10,6,12.3
75,10,6,11.3
75,10,6,2.3
4,10,6,7
0,10,6,38.8
75,10,6,7.1
49,10,6,1.3
0,9,5,4.8
25,10,6,1.3
4,10,6,43.6
50,10,6,3.3
75,10,6,2.3
75,10,6,15.9
0,10,6,19.5
0,8,4,21.4
9,10,6,2.4
25,10,6,18.1
3,10,6,3.1
49,10,6,4.6
75,10,6,2
25,10,6,2.6
50,10,6,9.4
0,10,6,13.5
0,10,6,14.8
75,10,6,2.2
25,10,6,44.3
92,10,6,6.9
0,7,4,51.2
0,10,6,15.5
0,16,9,2.6
0,10,6,2.3
0,10,6,11.8
75,10,6,5.2
0,10,6,14
100,8,4,110.2
23,10,6,17.2
0,10,6,29.1
2,10,6,27.9
2,10,6,13.2
100,10,6,16.3
25,8,4,37.3
12,10,6,0.9
25,10,6,11.3
25,10,6,0.9
0,10,6,17.1
0,10,6,2
0,10,6,6.1
0,10,6,4.8
0,10,6,11.2
75,10,6,6.7
0,10,6,55.6
80,10,6,58.7
25,10,6,1.8
0,10,6,2.4
75,10,6,21.9
25,10,6,2.3
50,7,4,4
22,10,6,8.2
0,10,6,2.3
50,10,6,22.2
0,10,6,2.9
79,10,6,10.1
75,10,6,1.9
0,10,6,7.3
25,10,6,39.8
16,10,6,39.2
12,10,6,1.4
75,10,6,3
75,9,5,19
69,2,1,5
25,24,14,1.5
0,8,4,17.5
0,7,4,33.1
25,10,6,77.7
0,4,2,343.3
24,10,6,8.7
4,10,6,2.2
0,8,4,4.2
50,10,6,7.2
0,10,6,17.6
25,9,5,9.7
0,10,6,17.2
0,10,6,8.3
0,8,4,4.2
0,10,6,19.5
0,10,6,59.9
50,10,6,1
75,10,6,11.6
81,10,6,17.6
0,10,6,18.8
25,10,6,7.3
25,10,6,4.1
5,10,6,30
0,10,6,3.2
77,10,6,5.5
73,10,6,185
75,10,6,2.5
75,10,6,3.1
0,10,6,9.9
75,10,6,4.7
50,10,6,8.3
25,10,6,0.8
0,10,6,24.4
75,10,6,10.5
0,10,6,11
25,10,6,0.9
37,10,6,2.3
75,8,4,0.7
25,8,4,2.5
25,10,6,2.8
75,9,5,30.4
0,10,6,15.8
37,10,6,0.7
0,10,6,10.9
100,10,6,1.4
50,2.5,1,65.8
25,5,3,609.5
0,10,6,36.8
0,10,6,25.2
75,10,6,1.5
25,10,6,14.4
0,10,6,15.8
75,10,6,6.2
75,10,6,50
0,7,4,8.3
50,3,1,12
50,10,6,7.1
80,10,6,0.5
0,10,6,38
8,10,6,17.9
89,9,5,12.6
0,10,6,3
0,10,6,10.1
0,10,6,3.4
75,10,6,2.9
75,9,5,3.5
0,10,6,7.5
0,10,6,2.2
50,10,6,12.4
25,10,6,5.9
0,10,6,8.1
25,8,4,181.3
30,10,6,1.1
25,10,6,26.8
0,10,6,8
100,24,14,0.8
4,10,6,16.8
50,10,6,5.4
100,11,6,10.1
100,24,14,0.5
100,10,6,1.3
75,10,6,2.6
75,10,6,1.4
50,10,6,8.4
75,6,3,1.6
50,10,6,7.5
68,2,1,1.5
0,10,6,7.5
0,10,6,15.3
75,7,4,72.7
75,10,6,12.2
75,10,6,5.1
50,10,6,0.9
25,9,5,6.3
50,10,6,2.3
100,10,6,11
25,10,6,15.9
0,2,1,0.5
0,10,6,24.3
29,10,6,101.1
34,10,6,0.5
29,10,6,9.9
50,10,6,1.8
25,10,6,3.4
14,10,6,3.6
25,6,3,53.3
0,10,6,4.9
25,10,6,5
0,10,6,42.2
50,10,6,4.2
0,10,6,6.6
75,10,6,20.4
25,10,6,0.7
25,10,6,1
20,10,6,2.6
50,10,6,3.5
75,10,6,5.1
25,10,6,14.9
0,10,6,51.8
75,10,6,5.7
0,10,6,7.7
50,10,6,2.8
93,2,1,1.5
50,10,6,11.8
0,10,6,7
25,10,6,11.9
72,9,5,2.5
4,10,6,4.3
0,10,6,43.8
100,6,3,18.3
5,10,6,6.5
0,10,6,1.8
25,10,6,3.2
5,10,6,31.9
50,10,6,3.2
25,10,6,7.8
75,10,6,10.5
0,10,6,34
0,7,4,17.4
4,10,6,2.4
25,10,6,14.2
5,10,6,5.2
82,9,5,7.6
75,10,6,1.6
25,10,6,2.3
25,10,6,10.5
0,10,6,7.7
0,10,6,13.7
50,10,6,1.5
75,10,6,16.4
5,10,6,8.1
25,6,3,34.7
25,10,6,16.7
0,16,9,3.7
0,10,6,10.7
0,10,6,10.1
100,10,6,5.3
0,9,5,10.4
25,5,3,87.3
46,10,6,52.3
0,10,6,27
0,10,6,17.9
0,10,6,18.6
0,10,6,14.5
75,10,6,12.6
74,10,6,2.7
0,8,4,8.3
25,10,6,1
0,10,6,3.7
0,10,6,1
0,10,6,4.7
0,10,6,16.3
100,10,6,1.5
50,10,6,6.2
0,10,6,40.8
80,10,6,47.1
25,10,6,2
50,4.5,2,8.2
0,10,6,3.7
50,10,6,2.7
50,10,6,6.4
44,10,6,4.7
21,10,6,1
0,10,6,23
0,10,6,7
14,10,6,6.3
75,9,5,3.6
0,10,6,7.2
25,10,6,75.6
11,10,6,34.2
9,10,6,5.6
50,10,6,5.4
50,10,6,24.7
75,10,6,17.1
75,24,14,4.1
25,8,4,6.6
50,8,4,7.2
75,10,6,30.5
0,10,6,198.6
30,10,6,5
12,10,6,2.4
0,9,5,31.3
100,10,6,9.8
25,10,6,19
50,9,5,16.1
0,10,6,22.6
0,10,6,13.5
0,9,5,31.3
100,10,6,1.1
0,8,4,56.9
25,10,6,1
50,10,6,6.8
88,10,6,20.8
0,10,6,21.5
25,10,6,13.2
75,10,6,1.3
3,10,6,27
25,10,6,0.5
100,10,6,7.7
50,10,6,10
75,10,6,5.3
0,10,6,0.7
62,10,6,5.6
75,10,6,4.5
75,10,6,17.4
0,10,6,2.1
0,10,6,18.3
100,10,6,8.3
0,10,6,7.4
25,10,6,0.8
50,10,6,2.6
75,10,6,0.5
25,10,6,5
25,10,6,3.3
37,10,6,17.7
0,10,6,31.2
37,10,6,0.6
0,10,6,10.8
88,10,6,1.1
75,2.5,1,55.8
25,7,4,724.1
0,10,6,26.6
0,10,6,27.6
75,2,1,5
75,10,6,15.8
0,10,6,31.2
25,10,6,11.1
25,10,6,20.3
0,8,4,13.2
75,10,6,3.9
75,10,6,10.4
72,10,6,1.4
0,10,6,46.2
74,10,6,14.5
52,10,6,18.8
0,10,6,0.9
0,10,6,17.8
0,10,6,18.8
75,10,6,1.2
75,10,6,7.5
0,10,6,4.6
0,9,5,6.3
0,10,6,7.6
50,10,6,9
0,10,6,6.9
25,10,6,47.1
81,9,5,0.7
50,10,6,26.6
0,10,6,8.2
100,24,14,0.5
18,10,6,22.5
50,10,6,5.1
100,11,6,25.2
100,24,14,0.5
44,10,6,1.4
0,10,6,7.7
75,10,6,2
0,10,6,7.6
50,5,3,2.4
75,10,6,6.8
100,10,6,4.9
0,10,6,13.1
0,10,6,4.7
50,7,4,96.9
0,4.5,2,5.8
0,10,6,3.7
50,9,5,1
0,9,5,8.1
25,10,6,4.8
35,2,1,97.2
0,10,6,16.8
75,10,6,4.3
0,10,6,30.7
89,10,6,103.8
100,13,8,0.8
8,10,6,1.8
50,10,6,1.8
25,10,6,5.8
5,10,6,9.6
35,10,6,11.6
50,10,6,27.5
0,10,6,66.4
50,10,6,5.6
0,10,6,32.9
0,10,6,6.2
0,10,6,6.9
50,10,6,20.7
25,10,6,1
50,10,6,0.7
0,10,6,0.5
75,10,6,8.1
50,10,6,14.9
0,10,6,3.8
0,10,6,60.3
50,10,6,10.3
0,10,6,5.2
50,10,6,6.6
73,9,5,0.7
75,7,4,7
0,10,6,15.8
0,10,6,13.3
50,10,6,0.7
7,10,6,5.8
0,10,6,14.6
0,8,4,15.9
47,10,6,7
25,10,6,1.4
50,10,6,1.6
17,10,6,32.7
6,10,6,3.1
0,10,6,2.6
75,10,6,8.7
0,10,6,22.4
0,10,6,15
3,10,6,2.4
50,10,6,148.4
5,10,6,3.6
23,10,6,8.2
37,10,6,3.7
25,10,6,1.2
25,10,6,8.5
0,10,6,6.7
0,10,6,12.6
75,10,6,4.1
8,10,6,54.6
5,10,6,7
25,10,6,35.6
100,2.3,1,9.2
0,16,9,3.2
0,10,6,2.8
0,10,6,7.8
75,10,6,3.9
0,9,5,19.1
50,4.2,2,162.8
7,10,6,53.9
0,10,6,14.8
0,10,6,13.5
89,10,6,23.2
0,10,6,17.9
75,10,6,11.3
36,10,6,1.4
0,9,5,13.1
25,10,6,1.2
0,10,6,1.9
0,10,6,1.6
0,10,6,9.8
0,10,6,7.2
25,10,6,1.8
50,10,6,2.2
0,10,6,44.6
78,7,4,6.8
25,10,6,6.2
0,10,6,12.9
0,10,6,2.4
25,10,6,1.9
25,10,6,11.3
24,10,6,5
75,10,6,1.6
0,10,6,12.2
0,10,6,3.2
6,10,6,6
75,10,6,1.2
0,10,6,5.3
25,10,6,21.8
5,10,6,34.4
33,10,6,4.6
25,10,6,4.3
50,9,5,138.2
100,10,6,18
75,24,14,0.5
25,8,4,0.5
0,7,4,11.2
100,10,6,84.5
0,10,6,14.4
0,10,6,4.5
19,10,6,2.8
50,8,4,28.6
75,10,6,7
0,10,6,8.5
50,9,5,9.8
0,10,6,15
0,10,6,12.5
50,8,4,28.6
25,10,6,9.2
50,8,4,64.2
25,10,6,1.2
50,10,6,11.9
73,10,6,29.7
0,10,6,20.8
25,10,6,7.5
25,10,6,2.4
2,10,6,29
0,10,6,2.8
4,10,6,10.6
75,10,6,70.9
75,10,6,6.5
25,10,6,3.5
0,10,6,1.9
50,10,6,7.4
75,10,6,9.5
100,5,3,5.4
0,10,6,16.5
50,10,6,7.1
25,10,6,2.8
25,10,6,1.1
50,6,3,2.4
50,10,6,1.1
25,9,5,5.9
25,10,6,3.1
37,10,6,24.7
0,10,6,22.3
25,10,6,0.7
75,10,6,5.8
100,10,6,0.5
50,3.2,1,106.5
50,4,2,879.3
0,10,6,30.2
0,10,6,30.5
75,10,6,1.5
0,10,6,27.7
0,10,6,22.3
25,10,6,23.3
25,10,6,29.3
0,8,4,22.7
25,10,6,5.9
75,10,6,15.8
80,10,6,0.9
0,10,6,44.9
5,10,6,11.3
83,10,6,14.2
0,10,6,2.9
75,8,4,25.8
0,10,6,41.1
75,10,6,1.2
75,10,6,2.9
0,10,6,7.6
75,10,6,1
25,10,6,5.3
5,10,6,7.1
25,10,6,115.1
98,10,6,0.5
25,10,6,11.7
0,10,6,6.1
100,24,14,0.5
11,10,6,24.9
50,10,6,7.1
100,9.7,6,11.7
100,24,14,0.5
13,10,6,1.7
25,10,6,12.1
0,10,6,4.6
0,10,6,10.9
50,6,3,2.9
0,10,6,5
81,10,6,4.1
0,10,6,42.4
0,10,6,3
25,8,4,134.5
25,10,6,3.8
50,10,6,3.5
50,10,6,2.1
0,9,5,26.2
58,10,6,13.2
18,10,6,49.8
0,10,6,12
75,2,1,0.9
0,10,6,32.7
27,10,6,111.2
75,21,13,1
84,10,6,0.5
50,10,6,1.9
25,10,6,20
12,10,6,9.4
66,10,6,11.3
25,10,6,44.8
0,10,6,9.4
0,10,6,5.6
0,10,6,37.2
0,10,6,8.7
0,10,6,8.8
50,10,6,27.1
25,10,6,1
25,10,6,1.7
7,10,6,0.5
75,10,6,6.7
0,10,6,19.8
0,10,6,2.9
0,10,6,57.8
75,10,6,9.9
0,10,6,5.1
50,10,6,6.8
75,10,6,1.2
75,10,6,10.5
0,10,6,15.1
75,7,4,9.8
25,10,6,1.7
16,10,6,7.4
0,10,6,7.8
75,10,6,55.4
25,10,6,3
