latitude,longitude,temperature_fahrenheit,wind_mph
42.87,74.6,49.0,6.5
-8.18,114.32,65.9,2.5
56.95,24.1,69.8,11.9
33.87,35.51,80.6,3.8
-29.32,27.48,55.5,4.5
6.31,-10.8,78.8,2.2
18.78,100.78,77.0,2.2
47.13,9.52,55.4,2.2
54.68,25.32,68.0,15.0
49.61,6.13,50.0,9.4
-18.92,47.52,62.6,8.1
-13.98,33.78,72.2,2.9
3.17,101.7,78.8,2.2
6.15,73.27,82.7,8.1
12.65,-8.0,73.4,2.2
35.9,14.51,77.0,16.1
7.1,171.38,82.4,13.6
18.09,-15.98,81.5,14.8
-20.16,57.5,69.8,2.2
19.43,-99.13,82.4,4.3
6.92,158.15,80.6,2.2
51.7,94.45,46.6,3.4
43.73,7.42,68.0,12.5
47.92,106.92,53.6,16.1
42.44,19.26,71.6,6.9
34.03,-6.84,57.2,2.2
-25.97,32.59,71.6,4.3
16.78,94.73,77.1,5.1
-22.57,17.08,69.8,2.5
39.55,27.62,66.2,3.8
27.72,85.32,69.8,2.2
52.37,4.89,53.6,6.9
-41.3,174.78,53.6,5.6
12.15,-86.27,80.6,6.9
13.52,2.12,89.6,6.9
9.18,7.18,77.0,2.5
39.02,125.75,60.4,4.7
42.0,21.43,69.8,3.8
59.92,10.75,53.6,19.2
23.61,58.59,86.0,2.2
33.7,73.17,72.9,6.9
7.36,134.51,82.4,11.9
-11.18,-67.08,92.0,2.2
8.97,-79.53,86.0,13.6
-9.46,147.19,77.0,11.9
-21.55,-58.12,97.5,6.0
-12.05,-77.05,66.1,8.3
14.6,120.98,78.8,2.2
52.25,21.0,66.2,8.1
38.72,-9.13,62.6,10.5
25.29,51.53,87.8,8.1
44.43,26.1,64.4,3.8
55.75,37.62,57.2,9.4
-1.95,30.06,66.2,3.8
17.3,-62.72,82.4,4.3
14.0,-61.0,86.0,4.3
13.13,-61.22,83.8,13.9
-13.83,-171.73,87.8,6.9
43.93,12.45,71.6,4.3
51.27,4.55,51.8,5.6
24.64,46.77,84.2,3.8
14.67,-17.44,84.2,9.4
44.8,20.47,77.0,9.4
-4.62,55.45,78.8,16.1
8.49,-13.23,76.3,6.0
1.29,103.86,77.0,4.3
48.15,17.12,66.2,11.9
46.06,14.51,64.4,10.5
-9.43,159.95,84.2,3.8
2.07,45.37,77.4,19.0
-25.75,28.19,71.6,8.1
37.57,127.0,59.0,2.2
12.15,24.45,77.2,11.0
6.93,79.85,77.0,6.9
15.59,32.53,96.2,12.8
5.83,-55.17,78.8,5.6
59.33,18.05,60.8,6.9
46.92,7.47,55.4,5.6
33.5,36.3,68.0,2.5
38.56,68.77,53.6,2.2
-6.18,35.75,68.7,13.2
13.75,100.52,80.6,2.2
-8.56,125.57,78.0,2.7
43.81,23.24,69.1,2.9
-21.13,-175.2,77.0,24.2
10.65,-61.52,80.6,5.6
36.8,10.18,77.0,8.1
39.93,32.86,59.0,2.2
37.95,58.38,62.6,2.5
-8.52,179.22,86.0,15.0
0.32,32.57,68.7,2.2
50.43,30.52,65.9,6.7
24.47,54.37,91.4,5.6
51.52,-0.11,51.8,8.1
46.6,-120.49,69.8,9.4
-34.86,-56.17,50.0,12.5
41.32,69.25,55.4,6.9
-17.73,168.32,80.6,8.1
10.5,-66.92,84.2,5.6
21.03,105.85,80.6,4.3
15.35,44.21,62.9,4.3
-15.42,28.28,71.8,7.6
-17.82,31.04,65.6,10.7
34.52,69.18,53.2,2.2
41.33,19.82,77.0,4.3
36.76,3.05,64.4,2.5
42.5,1.52,38.1,2.2
-8.84,13.23,73.4,6.9
17.12,-61.85,84.2,6.9
-34.59,-58.67,60.8,8.1
40.18,44.51,71.6,11.9
-35.28,149.22,48.2,3.8
48.2,16.37,59.0,15.0
40.4,49.88,68.0,4.3
25.08,-77.35,80.6,8.1
26.24,50.58,87.8,2.2
23.72,90.41,78.9,5.8
13.1,-59.62,86.0,10.5
53.9,27.57,69.8,16.1
50.83,4.33,51.8,6.9
17.25,-88.77,87.8,2.2
6.48,2.62,78.8,4.3
27.48,89.6,50.3,2.2
-19.04,-65.26,74.0,13.0
43.85,18.38,57.2,8.1
-24.65,25.91,73.4,9.4
-2.08,-58.17,81.7,2.7
4.88,114.93,75.2,3.8
42.68,23.32,69.8,3.8
12.37,-1.52,84.2,11.9
-3.38,29.36,68.5,2.9
-24.37,46.45,70.2,11.4
14.93,-23.51,80.6,10.5
11.55,104.92,78.8,2.2
5.47,10.42,61.0,2.2
45.42,-75.7,68.0,4.3
4.37,18.58,78.8,2.2
12.11,15.05,82.4,2.2
-33.45,-70.67,62.6,8.1
39.93,116.39,60.8,2.5
43.32,24.7,75.8,4.3
-11.7,43.24,71.8,3.8
-4.26,15.28,77.0,4.3
9.97,-84.08,75.2,8.1
45.8,16.0,57.2,4.3
23.13,-82.36,73.4,3.8
35.17,33.37,77.0,6.9
50.08,14.47,55.4,5.6
-4.3,15.3,77.0,4.3
55.67,12.58,53.6,9.4
11.6,43.15,93.2,6.9
15.3,-61.4,86.0,4.3
18.47,-69.9,87.8,5.6
-0.22,-78.5,60.4,3.8
30.05,31.25,78.8,4.3
13.71,-89.2,86.0,8.1
3.75,8.78,75.2,3.8
15.33,38.93,65.7,5.4
59.43,24.73,57.2,6.9
-26.32,31.13,63.3,3.1
9.03,38.7,59.0,4.3
-18.13,178.42,78.8,18.6
60.18,24.93,57.2,4.3
48.87,2.33,51.8,3.8
0.38,9.45,78.8,6.9
13.45,-16.58,78.8,2.2
41.73,44.79,64.4,4.3
52.52,13.4,51.8,8.1
5.55,-0.22,77.0,4.3
37.98,23.72,73.4,2.2
12.05,-61.75,86.0,5.6
14.62,-90.53,80.6,9.4
9.51,-13.71,80.6,4.3
11.85,-15.58,80.6,3.8
6.8,-58.17,86.0,6.9
18.54,-72.34,89.6,12.5
41.9,12.45,66.2,4.3
14.1,-87.22,86.0,11.9
47.5,19.08,60.8,5.6
63.83,-20.4,43.9,12.8
28.6,77.2,77.0,2.5
-6.21,106.85,78.8,9.4
35.73,51.33,71.6,2.2
33.34,44.39,86.0,2.2
53.33,-6.25,59.0,8.1
31.78,35.23,78.8,5.6
41.9,12.48,66.2,4.3
17.97,-76.75,86.0,20.6
35.69,139.69,71.6,16.1
31.95,35.93,78.8,2.2
51.18,71.43,41.0,6.9
-1.28,36.82,64.4,2.2
-0.88,169.53,84.5,6.3
29.37,47.96,93.0,11.6
42.87,74.6,52.3,4.5
-8.18,114.32,66.9,2.5
56.95,24.1,57.2,2.5
33.87,35.51,80.6,2.2
-29.32,27.48,58.7,2.9
6.31,-10.8,75.2,5.6
18.78,100.78,75.2,2.2
47.13,9.52,55.4,2.2
54.68,25.32,59.0,5.6
49.61,6.13,48.2,5.6
-18.92,47.52,60.8,9.4
-13.98,33.78,64.4,3.8
3.17,101.7,78.8,4.3
6.15,73.27,83.2,10.1
12.65,-8.0,78.8,15.0
35.9,14.51,75.2,24.2
7.1,171.38,82.5,6.0
18.09,-15.98,82.4,14.5
-20.16,57.5,73.4,17.4
19.43,-99.13,82.4,13.6
6.92,158.15,80.6,4.3
51.7,94.45,40.8,15.7
43.73,7.42,64.4,11.9
47.92,106.92,37.4,2.2
42.44,19.26,62.6,26.6
34.03,-6.84,60.8,2.2
-25.97,32.59,71.6,2.2
16.78,94.73,77.0,5.1
-22.57,17.08,66.2,8.1
39.55,27.62,69.8,3.8
27.72,85.32,68.0,2.2
52.37,4.89,53.6,8.1
-41.3,174.78,51.8,19.2
12.15,-86.27,95.0,9.4
13.52,2.12,87.8,28.6
9.18,7.18,77.0,6.9
39.02,125.75,58.4,4.7
42.0,21.43,71.6,2.2
59.92,10.75,50.0,16.1
23.61,58.59,86.0,3.8
33.7,73.17,72.5,6.3
7.36,134.51,82.4,11.9
-11.18,-67.08,93.5,2.2
8.97,-79.53,82.4,9.4
-9.46,147.19,78.8,17.4
-21.55,-58.12,99.6,5.6
-12.05,-77.05,65.8,8.5
14.6,120.98,78.8,2.5
52.25,21.0,55.4,6.9
38.72,-9.13,66.2,10.5
25.29,51.53,89.6,8.1
44.43,26.1,71.6,9.4
55.75,37.62,60.8,9.4
-1.95,30.06,64.4,3.8
17.3,-62.72,84.2,12.5
14.0,-61.0,87.8,5.6
13.13,-61.22,84.9,14.8
-13.83,-171.73,84.2,4.3
43.93,12.45,64.4,16.1
51.27,4.55,48.2,4.3
24.64,46.77,82.4,3.8
14.67,-17.44,84.2,4.3
44.8,20.47,64.4,5.6
-4.62,55.45,80.6,13.6
8.49,-13.23,77.4,5.6
1.29,103.86,80.6,4.3
48.15,17.12,60.8,18.6
46.06,14.51,57.2,2.2
-9.43,159.95,82.1,9.4
2.07,45.37,77.2,13.4
-25.75,28.19,69.8,8.1
37.57,127.0,62.6,4.3
12.15,24.45,83.4,5.4
40.4,-3.68,60.8,2.2
6.93,79.85,77.0,5.6
15.59,32.53,96.7,8.3
5.83,-55.17,87.8,10.5
59.33,18.05,53.6,5.6
46.92,7.47,51.8,2.5
33.5,36.3,69.8,5.6
38.56,68.77,55.4,4.3
-6.18,35.75,68.6,13.4
13.75,100.52,80.6,3.8
-8.56,125.57,77.9,2.5
43.81,23.24,71.9,2.2
-21.13,-175.2,75.2,23.0
10.65,-61.52,84.2,6.9
36.8,10.18,73.4,8.1
39.93,32.86,60.8,2.2
37.95,58.38,60.8,2.2
-8.52,179.22,86.0,2.2
0.32,32.57,73.4,4.3
50.43,30.52,66.5,6.3
24.47,54.37,91.4,3.8
51.52,-0.11,53.6,3.8
46.6,-120.49,68.0,11.9
-34.86,-56.17,59.0,8.1
41.32,69.25,59.0,6.9
-17.73,168.32,78.8,6.9
10.5,-66.92,87.8,5.6
21.03,105.85,78.8,4.3
15.35,44.21,65.0,6.9
-15.42,28.28,75.2,10.5
-17.82,31.04,66.6,8.7
34.52,69.18,55.0,2.2
41.33,19.82,66.2,2.2
36.76,3.05,66.2,3.8
42.5,1.52,46.3,3.4
-8.84,13.23,73.4,6.9
17.12,-61.85,86.0,9.4
-34.59,-58.67,57.2,13.6
40.18,44.51,64.4,5.6
-35.28,149.22,44.6,3.8
48.2,16.37,60.8,11.9
40.4,49.88,66.2,6.9
25.08,-77.35,86.0,10.5
26.24,50.58,89.6,3.8
23.72,90.41,78.7,6.0
13.1,-59.62,86.0,12.5
53.9,27.57,51.8,6.9
50.83,4.33,55.4,6.9
17.25,-88.77,82.4,8.1
6.48,2.62,80.6,11.9
27.48,89.6,50.3,2.2
-19.04,-65.26,73.6,14.5
43.85,18.38,53.6,6.9
-24.65,25.91,84.2,19.2
-2.08,-58.17,92.9,4.0
4.88,114.93,80.6,3.8
42.68,23.32,66.2,2.2
12.37,-1.52,80.7,11.9
-3.38,29.36,69.8,2.2
-24.37,46.45,73.0,4.3
14.93,-23.51,80.6,15.0
11.55,104.92,78.8,2.2
5.47,10.42,60.8,3.1
45.42,-75.7,75.2,9.4
4.37,18.58,75.2,2.2
12.11,15.05,86.0,4.3
-33.45,-70.67,66.2,4.3
39.93,116.39,55.4,2.5
43.32,24.7,66.1,6.9
-11.7,43.24,70.2,4.5
-4.26,15.28,78.8,6.9
9.97,-84.08,69.8,5.6
45.8,16.0,59.0,15.0
23.13,-82.36,80.6,8.1
35.17,33.37,77.0,15.0
50.08,14.47,48.2,2.2
-4.3,15.3,78.8,6.9
55.67,12.58,59.0,8.1
11.6,43.15,93.2,8.1
15.3,-61.4,84.7,13.0
18.47,-69.9,87.8,6.9
-0.22,-78.5,59.1,2.9
30.05,31.25,82.4,5.6
13.71,-89.2,87.8,8.1
3.75,8.78,75.2,5.6
15.33,38.93,65.3,4.7
59.43,24.73,51.8,5.6
-26.32,31.13,60.1,3.6
9.03,38.7,60.8,3.8
-18.13,178.42,78.8,18.6
60.18,24.93,50.0,5.6
48.87,2.33,57.2,3.8
0.38,9.45,78.8,4.3
13.45,-16.58,84.2,2.2
41.73,44.79,60.8,2.2
52.52,13.4,51.8,5.6
5.55,-0.22,78.8,11.9
37.98,23.72,77.0,2.2
12.05,-61.75,89.6,15.0
14.62,-90.53,80.6,13.6
9.51,-13.71,78.2,14.1
11.85,-15.58,80.6,4.3
6.8,-58.17,91.4,6.9
18.54,-72.34,91.4,8.1
41.9,12.45,64.4,13.6
14.1,-87.22,77.0,11.9
47.5,19.08,62.6,8.1
63.83,-20.4,44.8,19.0
28.6,77.2,77.0,2.2
-6.21,106.85,77.0,6.9
35.73,51.33,73.4,4.3
33.34,44.39,87.8,2.2
53.33,-6.25,57.2,12.5
31.78,35.23,70.1,4.9
41.9,12.48,64.4,13.6
17.97,-76.75,89.6,16.1
35.69,139.69,68.0,17.4
31.95,35.93,75.2,2.2
51.18,71.43,50.0,6.9
-1.28,36.82,64.4,6.9
-0.88,169.53,84.9,7.4
29.37,47.96,92.2,9.4
42.87,74.6,51.9,2.2
-8.18,114.32,69.4,3.6
56.95,24.1,48.2,4.3
33.87,35.51,78.8,3.8
-29.32,27.48,60.5,30.0
6.31,-10.8,77.9,7.4
18.78,100.78,71.6,2.2
47.13,9.52,50.0,2.2
54.68,25.32,53.6,4.3
49.61,6.13,51.8,6.9
-18.92,47.52,57.2,2.2
-13.98,33.78,72.4,3.1
3.17,101.7,80.6,4.3
6.15,73.27,82.6,12.5
12.65,-8.0,78.8,4.3
35.9,14.51,75.2,20.6
7.1,171.38,84.2,10.5
18.09,-15.98,81.8,13.2
-20.16,57.5,71.6,6.9
19.43,-99.13,82.4,13.6
6.92,158.15,80.6,4.3
51.7,94.45,35.4,5.6
43.73,7.42,64.4,10.5
47.92,106.92,37.4,2.2
42.44,19.26,68.0,4.3
34.03,-6.84,66.2,2.2
-25.97,32.59,73.4,6.9
16.78,94.73,77.4,5.6
-22.57,17.08,46.4,6.9
39.55,27.62,69.8,3.8
27.72,85.32,69.8,3.8
52.37,4.89,59.0,10.5
-41.3,174.78,50.0,21.7
12.15,-86.27,95.0,6.9
13.52,2.12,87.8,4.3
9.18,7.18,78.8,8.1
39.02,125.75,62.2,4.7
42.0,21.43,68.0,4.3
59.92,10.75,57.2,43.4
23.61,58.59,81.9,2.2
33.7,73.17,72.2,6.5
7.36,134.51,80.6,20.6
-11.18,-67.08,95.9,4.0
8.97,-79.53,77.0,9.4
-9.46,147.19,77.0,17.4
-21.55,-58.12,100.8,5.1
-12.05,-77.05,67.9,6.3
14.6,120.98,80.6,2.5
52.25,21.0,62.6,8.1
38.72,-9.13,68.0,11.9
25.29,51.53,87.8,2.2
44.43,26.1,69.8,6.9
55.75,37.62,66.2,9.4
-1.95,30.06,68.0,2.2
17.3,-62.72,87.8,10.5
14.0,-61.0,87.8,9.4
13.13,-61.22,84.8,15.0
-13.83,-171.73,84.2,8.1
43.93,12.45,68.0,10.5
51.27,4.55,51.8,6.9
24.64,46.77,84.2,2.2
14.67,-17.44,86.0,6.9
44.8,20.47,57.2,17.4
-4.62,55.45,78.8,8.1
8.49,-13.23,76.9,7.8
1.29,103.86,77.0,5.6
48.15,17.12,60.8,5.6
46.06,14.51,53.6,2.2
-9.43,159.95,80.6,3.8
2.07,45.37,76.9,14.3
-25.75,28.19,73.4,17.4
37.57,127.0,62.6,2.2
12.15,24.45,81.9,11.9
40.4,-3.68,66.2,4.3
6.93,79.85,82.4,4.3
15.59,32.53,91.9,14.1
5.83,-55.17,81.8,7.6
59.33,18.05,46.4,4.3
46.92,7.47,46.4,2.5
33.5,36.3,73.4,16.1
38.56,68.77,59.0,2.2
-6.18,35.75,67.5,13.9
13.75,100.52,80.6,2.2
-8.56,125.57,77.9,2.2
43.81,23.24,66.3,7.8
-21.13,-175.2,75.2,20.6
10.65,-61.52,82.4,2.2
36.8,10.18,71.6,4.3
39.93,32.86,64.4,2.2
37.95,58.38,64.4,4.3
-8.52,179.22,87.8,5.6
0.32,32.57,69.8,2.5
50.43,30.52,67.0,3.6
24.47,54.37,91.4,2.2
51.52,-0.11,60.8,8.1
46.6,-120.49,62.1,2.2
-34.86,-56.17,51.8,11.9
41.32,69.25,57.2,6.9
-17.73,168.32,77.0,5.6
10.5,-66.92,87.8,5.6
21.03,105.85,78.8,3.8
15.35,44.21,66.0,4.5
-15.42,28.28,75.0,6.9
-17.82,31.04,69.3,10.7
34.52,69.18,55.8,2.5
41.33,19.82,62.6,8.1
36.76,3.05,69.8,3.8
42.5,1.52,48.4,2.2
-8.84,13.23,73.4,9.4
17.12,-61.85,86.0,8.1
-34.59,-58.67,59.0,18.6
40.18,44.51,60.8,3.8
-35.28,149.22,51.8,2.5
48.2,16.37,59.0,2.2
40.4,49.88,69.8,9.4
25.08,-77.35,89.6,15.0
26.24,50.58,87.8,5.6
23.72,90.41,79.0,5.6
13.1,-59.62,87.8,15.0
53.9,27.57,50.0,2.2
50.83,4.33,60.8,2.5
17.25,-88.77,89.6,9.4
6.48,2.62,78.4,7.8
27.48,89.6,46.9,3.8
-19.04,-65.26,75.9,17.0
43.85,18.38,59.0,2.2
-24.65,25.91,60.8,6.9
-2.08,-58.17,93.4,2.2
4.88,114.93,80.6,4.3
42.68,23.32,66.2,11.9
12.37,-1.52,80.6,2.5
-3.38,29.36,75.1,2.7
-24.37,46.45,73.0,13.9
14.93,-23.51,78.8,12.5
11.55,104.92,78.8,4.3
5.47,10.42,60.5,2.5
45.42,-75.7,68.0,12.5
4.37,18.58,80.6,2.2
12.11,15.05,87.8,10.5
-33.45,-70.67,57.2,21.7
39.93,116.39,57.2,2.5
43.32,24.7,66.5,8.1
-11.7,43.24,70.5,2.2
-4.26,15.28,80.3,5.4
9.97,-84.08,71.6,10.5
45.8,16.0,59.0,2.2
23.13,-82.36,91.4,5.6
35.17,33.37,73.4,6.9
50.08,14.47,59.0,4.3
-4.3,15.3,79.8,5.1
55.67,12.58,60.8,9.4
11.6,43.15,89.6,6.9
15.3,-61.4,87.8,3.8
18.47,-69.9,87.8,6.9
-0.22,-78.5,61.3,3.6
30.05,31.25,80.6,3.8
13.71,-89.2,91.4,6.9
3.75,8.78,76.8,2.2
15.33,38.93,65.2,3.8
59.43,24.73,55.4,6.9
-26.32,31.13,60.3,4.0
9.03,38.7,60.8,4.3
-18.13,178.42,80.6,10.5
60.18,24.93,57.2,9.4
48.87,2.33,60.8,4.3
0.38,9.45,80.6,8.1
13.45,-16.58,78.8,2.2
41.73,44.79,64.4,2.2
52.52,13.4,57.2,5.6
5.55,-0.22,78.8,9.4
37.98,23.72,75.2,8.1
12.05,-61.75,82.4,13.6
14.62,-90.53,77.0,11.9
9.51,-13.71,80.6,9.4
11.85,-15.58,82.4,11.9
6.8,-58.17,82.4,4.3
18.54,-72.34,91.4,10.5
41.9,12.45,66.2,5.6
14.1,-87.22,86.0,5.6
47.5,19.08,66.2,3.8
63.83,-20.4,46.2,21.7
28.6,77.2,80.6,3.8
-6.21,106.85,80.6,3.8
35.73,51.33,73.4,4.3
33.34,44.39,84.2,2.2
53.33,-6.25,59.0,12.5
31.78,35.23,77.0,5.6
41.9,12.48,66.2,5.6
17.97,-76.75,86.0,4.3
35.69,139.69,71.6,10.5
31.95,35.93,73.4,3.8
51.18,71.43,50.0,6.9
-1.28,36.82,66.2,2.2
-0.88,169.53,84.4,7.4
29.37,47.96,90.4,13.2
42.87,74.6,53.0,2.2
-8.18,114.32,66.3,3.1
56.95,24.1,46.4,4.3
33.87,35.51,78.8,4.3
-29.32,27.48,46.5,8.9
6.31,-10.8,76.7,6.9
18.78,100.78,72.0,2.2
47.13,9.52,50.0,2.5
54.68,25.32,51.8,2.2
49.61,6.13,55.4,4.3
-18.92,47.52,53.6,6.9
-13.98,33.78,73.4,3.6
3.17,101.7,78.8,2.2
6.15,73.27,82.3,9.4
12.65,-8.0,80.6,2.2
35.9,14.51,66.2,6.9
7.1,171.38,84.2,11.9
18.09,-15.98,79.6,12.8
-20.16,57.5,71.6,10.5
19.43,-99.13,78.8,18.6
6.92,158.15,84.2,3.8
51.7,94.45,29.1,3.1
43.73,7.42,66.2,12.5
47.92,106.92,37.4,9.4
42.44,19.26,60.8,4.3
34.03,-6.84,64.4,3.8
-25.97,32.59,73.4,5.6
16.78,94.73,77.2,5.6
-22.57,17.08,55.4,5.6
39.55,27.62,71.6,8.1
27.72,85.32,68.0,2.2
52.37,4.89,57.2,2.5
-41.3,174.78,48.2,29.8
12.15,-86.27,95.0,6.9
13.52,2.12,86.0,6.9
9.18,7.18,73.2,2.2
39.02,125.75,61.0,6.7
42.0,21.43,64.4,2.2
59.92,10.75,55.4,29.8
23.61,58.59,80.6,2.2
33.7,73.17,73.3,5.8
7.36,134.51,77.0,10.5
-11.18,-67.08,95.3,2.5
8.97,-79.53,86.0,11.9
-9.46,147.19,75.2,23.0
-21.55,-58.12,100.9,5.4
-12.05,-77.05,68.9,8.3
14.6,120.98,80.6,2.5
52.25,21.0,60.8,8.1
38.72,-9.13,69.8,12.5
25.29,51.53,87.8,2.2
44.43,26.1,66.2,5.6
55.75,37.62,50.0,2.2
-1.95,30.06,71.6,4.3
17.3,-62.72,86.0,11.9
14.0,-61.0,86.0,10.5
13.13,-61.22,85.7,13.6
-13.83,-171.73,87.8,8.1
43.93,12.45,69.8,8.1
51.27,4.55,55.4,2.2
24.64,46.77,89.6,2.5
14.67,-17.44,82.4,2.5
44.8,20.47,62.6,2.2
-4.62,55.45,78.8,16.1
8.49,-13.23,78.1,6.0
1.29,103.86,78.8,4.3
48.15,17.12,59.0,2.5
46.06,14.51,55.4,4.3
-9.43,159.95,83.1,7.8
2.07,45.37,77.1,13.4
-25.75,28.19,51.8,3.8
37.57,127.0,66.2,3.8
12.15,24.45,81.0,9.2
40.4,-3.68,66.2,2.5
6.93,79.85,82.4,11.9
15.59,32.53,87.1,17.7
5.83,-55.17,89.6,4.3
59.33,18.05,57.2,9.4
46.92,7.47,50.0,2.2
33.5,36.3,73.4,16.1
38.56,68.77,59.0,2.2
-6.18,35.75,69.1,13.6
13.75,100.52,78.8,4.3
-8.56,125.57,78.4,3.6
43.81,23.24,66.1,7.4
-21.13,-175.2,77.0,19.2
10.65,-61.52,87.8,12.5
36.8,10.18,69.8,9.4
39.93,32.86,64.4,2.2
37.95,58.38,62.6,4.3
-8.52,179.22,80.6,5.6
0.32,32.57,63.6,5.4
50.43,30.52,64.3,6.5
24.47,54.37,89.6,2.2
51.52,-0.11,59.0,2.5
46.6,-120.49,64.9,4.3
-34.86,-56.17,53.6,15.0
41.32,69.25,59.0,4.3
-17.73,168.32,75.2,10.5
10.5,-66.92,82.4,3.8
21.03,105.85,77.0,5.6
15.35,44.21,64.7,6.0
-15.42,28.28,77.9,8.3
-17.82,31.04,71.4,9.6
34.52,69.18,58.2,2.5
41.33,19.82,75.2,9.4
36.76,3.05,66.2,2.2
42.5,1.52,47.7,2.2
-8.84,13.23,73.4,8.1
17.12,-61.85,86.0,12.5
-34.59,-58.67,57.2,4.3
40.18,44.51,60.8,4.3
-35.28,149.22,57.2,6.9
48.2,16.37,64.4,2.2
40.4,49.88,68.0,6.9
25.08,-77.35,86.0,12.5
26.24,50.58,89.6,8.1
23.72,90.41,81.0,5.6
13.1,-59.62,87.8,12.5
53.9,27.57,46.4,2.2
50.83,4.33,59.0,4.3
17.25,-88.77,86.0,8.1
6.48,2.62,77.8,6.0
27.48,89.6,50.5,2.9
-19.04,-65.26,78.6,14.3
43.85,18.38,55.4,3.8
-24.65,25.91,66.2,12.5
-2.08,-58.17,91.5,2.2
4.88,114.93,77.0,2.2
42.68,23.32,60.8,5.6
12.37,-1.52,84.7,7.2
-3.38,29.36,74.4,3.4
-24.37,46.45,72.5,8.5
14.93,-23.51,78.8,9.4
11.55,104.92,78.8,6.9
5.47,10.42,60.5,3.6
45.42,-75.7,62.6,6.9
4.37,18.58,80.6,2.5
12.11,15.05,84.8,7.6
-33.45,-70.67,62.6,2.2
39.93,116.39,62.6,2.2
43.32,24.7,64.2,6.7
-11.7,43.24,70.5,4.0
-4.26,15.28,80.6,6.9
9.97,-84.08,78.8,6.9
45.8,16.0,60.8,3.8
23.13,-82.36,82.4,4.3
35.17,33.37,73.4,2.2
50.08,14.47,66.2,4.3
-4.3,15.3,80.6,6.9
55.67,12.58,60.8,4.3
11.6,43.15,87.9,6.0
15.3,-61.4,86.0,2.2
18.47,-69.9,86.0,2.2
-0.22,-78.5,61.4,2.7
30.05,31.25,80.6,5.6
13.71,-89.2,84.2,9.4
3.75,8.78,78.8,5.6
15.33,38.93,64.6,2.2
59.43,24.73,53.6,5.6
-26.32,31.13,52.7,5.6
9.03,38.7,57.2,4.3
-18.13,178.42,73.4,6.9
60.18,24.93,55.4,3.8
48.87,2.33,60.8,3.8
0.38,9.45,80.6,8.1
13.45,-16.58,82.4,2.2
41.73,44.79,59.0,8.1
52.52,13.4,60.8,4.3
5.55,-0.22,78.3,10.3
37.98,23.72,75.2,6.9
12.05,-61.75,87.8,12.5
14.62,-90.53,71.9,4.3
9.51,-13.71,82.4,6.9
11.85,-15.58,80.6,4.3
6.8,-58.17,91.4,4.3
18.54,-72.34,89.6,9.4
41.9,12.45,71.6,4.3
14.1,-87.22,84.2,2.5
47.5,19.08,69.8,6.9
63.83,-20.4,45.7,23.7
28.6,77.2,80.6,2.2
-6.21,106.85,77.0,5.6
35.73,51.33,71.6,11.9
33.34,44.39,87.8,3.8
53.33,-6.25,51.8,5.6
31.78,35.23,77.0,5.6
41.9,12.48,71.6,4.3
17.97,-76.75,91.4,13.6
35.69,139.69,77.0,6.9
31.95,35.93,73.4,2.2
51.18,71.43,57.2,6.9
-1.28,36.82,66.2,2.2
29.37,47.96,88.2,9.8
42.87,74.6,56.3,2.9
-8.18,114.32,65.9,2.2
56.95,24.1,60.8,5.6
33.87,35.51,80.6,4.3
-29.32,27.48,41.6,3.1
6.31,-10.8,80.6,4.3
18.78,100.78,73.2,2.2
47.13,9.52,51.8,2.5
54.68,25.32,59.0,6.9
49.61,6.13,59.0,4.3
-18.92,47.52,55.4,5.6
-13.98,33.78,72.6,4.9
3.17,101.7,78.8,2.2
6.15,73.27,83.2,13.9
12.65,-8.0,82.4,5.6
35.9,14.51,69.8,11.9
7.1,171.38,83.9,11.6
18.09,-15.98,80.2,12.5
-20.16,57.5,71.6,9.4
19.43,-99.13,71.6,8.1
6.92,158.15,84.2,3.8
51.7,94.45,37.6,3.4
43.73,7.42,69.8,10.5
42.44,19.26,75.2,11.9
34.03,-6.84,64.4,3.8
-25.97,32.59,73.4,16.1
16.78,94.73,77.8,4.7
-22.57,17.08,57.2,3.8
39.55,27.62,69.8,9.4
27.72,85.32,69.8,3.8
52.37,4.89,60.8,6.9
-41.3,174.78,48.2,36.7
12.15,-86.27,93.2,11.9
13.52,2.12,91.5,9.8
9.18,7.18,69.7,2.7
39.02,125.75,63.0,2.5
42.0,21.43,68.0,2.2
59.92,10.75,57.2,48.5
23.61,58.59,80.6,2.2
33.7,73.17,74.5,5.6
7.36,134.51,80.6,11.9
-11.18,-67.08,99.1,4.3
8.97,-79.53,86.0,5.6
-9.46,147.19,74.1,8.7
-21.55,-58.12,105.8,6.3
-12.05,-77.05,66.7,8.3
14.6,120.98,78.8,3.8
52.25,21.0,59.0,6.9
38.72,-9.13,69.8,10.5
25.29,51.53,89.6,8.1
44.43,26.1,66.2,8.1
55.75,37.62,42.8,2.5
-1.95,30.06,71.6,2.2
17.3,-62.72,84.2,12.5
14.0,-61.0,87.8,9.4
13.13,-61.22,85.2,11.4
43.93,12.45,68.0,4.3
51.27,4.55,57.2,2.5
24.64,46.77,86.0,3.8
14.67,-17.44,84.2,4.3
44.8,20.47,64.4,9.4
-4.62,55.45,78.8,9.4
8.49,-13.23,78.8,6.7
1.29,103.86,82.4,4.3
48.15,17.12,64.4,4.3
46.06,14.51,55.4,4.3
-9.43,159.95,80.6,3.8
2.07,45.37,77.5,15.4
-25.75,28.19,59.0,10.5
